business_date,line_name,day_of_week,day_type,financial_year,total_boardings
2020-07-23,Sandringham,Thursday,Normal Weekday,2020-21,8090
2020-07-24,Sandringham,Friday,Normal Weekday,2020-21,7660
2020-07-25,Sandringham,Saturday,Saturday,2020-21,3140
2020-07-26,Sandringham,Sunday,Sunday,2020-21,2250
2020-07-27,Sandringham,Monday,Normal Weekday,2020-21,7080
2020-07-28,Sandringham,Tuesday,Normal Weekday,2020-21,7660
2020-07-29,Sandringham,Wednesday,Normal Weekday,2020-21,7620
2020-07-30,Sandringham,Thursday,Normal Weekday,2020-21,7500
2020-07-31,Sandringham,Friday,Normal Weekday,2020-21,0
2020-08-01,Sandringham,Saturday,Saturday,2020-21,4050
2020-08-02,Sandringham,Sunday,Sunday,2020-21,2710
2020-08-03,Sandringham,Monday,Normal Weekday,2020-21,5770
2020-08-04,Sandringham,Tuesday,Normal Weekday,2020-21,5080
2020-08-05,Sandringham,Wednesday,Normal Weekday,2020-21,4960
2020-08-06,Sandringham,Thursday,Normal Weekday,2020-21,3320
2020-08-07,Sandringham,Friday,Normal Weekday,2020-21,2980
2020-08-08,Sandringham,Saturday,Saturday,2020-21,1440
2020-08-09,Sandringham,Sunday,Sunday,2020-21,970
2020-08-10,Sandringham,Monday,Normal Weekday,2020-21,2640
2020-08-11,Sandringham,Tuesday,Normal Weekday,2020-21,2760
2020-08-12,Sandringham,Wednesday,Normal Weekday,2020-21,2820
2020-08-13,Sandringham,Thursday,Normal Weekday,2020-21,3010
2020-08-14,Sandringham,Friday,Normal Weekday,2020-21,3100
2020-08-15,Sandringham,Saturday,Saturday,2020-21,1850
2020-08-16,Sandringham,Sunday,Sunday,2020-21,1190
2020-08-17,Sandringham,Monday,Normal Weekday,2020-21,2640
2020-08-18,Sandringham,Tuesday,Normal Weekday,2020-21,2760
2020-08-19,Sandringham,Wednesday,Normal Weekday,2020-21,2940
2020-08-20,Sandringham,Thursday,Normal Weekday,2020-21,3010
2020-08-21,Sandringham,Friday,Normal Weekday,2020-21,3120
2020-08-22,Sandringham,Saturday,Saturday,2020-21,1650
2020-08-23,Sandringham,Sunday,Sunday,2020-21,1100
2020-08-24,Sandringham,Monday,Normal Weekday,2020-21,2650
2020-08-25,Sandringham,Tuesday,Normal Weekday,2020-21,2900
2020-08-26,Sandringham,Wednesday,Normal Weekday,2020-21,2940
2020-08-27,Sandringham,Thursday,Normal Weekday,2020-21,2760
2020-08-28,Sandringham,Friday,Normal Weekday,2020-21,2930
2020-08-29,Sandringham,Saturday,Saturday,2020-21,1930
2020-08-30,Sandringham,Sunday,Sunday,2020-21,1260
2020-08-31,Sandringham,Monday,Normal Weekday,2020-21,2810
2020-09-01,Sandringham,Tuesday,Normal Weekday,2020-21,2700
2020-09-02,Sandringham,Wednesday,Normal Weekday,2020-21,3070
2020-09-03,Sandringham,Thursday,Normal Weekday,2020-21,3120
2020-09-04,Sandringham,Friday,Normal Weekday,2020-21,3210
2020-09-05,Sandringham,Saturday,Saturday,2020-21,1710
2020-09-06,Sandringham,Sunday,Sunday,2020-21,1540
2020-09-07,Sandringham,Monday,Normal Weekday,2020-21,2840
2020-09-08,Sandringham,Tuesday,Normal Weekday,2020-21,2790
2020-09-09,Sandringham,Wednesday,Normal Weekday,2020-21,2960
2020-09-10,Sandringham,Thursday,Normal Weekday,2020-21,3340
2020-09-11,Sandringham,Friday,Normal Weekday,2020-21,3460
2020-09-12,Sandringham,Saturday,Saturday,2020-21,1530
2020-09-13,Sandringham,Sunday,Sunday,2020-21,1790
2020-09-14,Sandringham,Monday,Normal Weekday,2020-21,3140
2020-09-15,Sandringham,Tuesday,Normal Weekday,2020-21,3270
2020-09-16,Sandringham,Wednesday,Normal Weekday,2020-21,3380
2020-09-17,Sandringham,Thursday,Normal Weekday,2020-21,3440
2020-09-18,Sandringham,Friday,Normal Weekday,2020-21,3850
2020-09-19,Sandringham,Saturday,Saturday,2020-21,2520
2020-09-20,Sandringham,Sunday,Sunday,2020-21,2080
2020-09-21,Sandringham,Monday,School Holiday,2020-21,3120
2020-09-22,Sandringham,Tuesday,School Holiday,2020-21,3740
2020-09-23,Sandringham,Wednesday,School Holiday,2020-21,3580
2020-09-24,Sandringham,Thursday,School Holiday,2020-21,3960
2020-09-25,Sandringham,Friday,School Holiday,2020-21,3720
2020-09-26,Sandringham,Saturday,Saturday,2020-21,2070
2020-09-27,Sandringham,Sunday,Sunday,2020-21,2300
2020-09-28,Sandringham,Monday,School Holiday,2020-21,3840
2020-09-29,Sandringham,Tuesday,School Holiday,2020-21,4340
2020-09-30,Sandringham,Wednesday,School Holiday,2020-21,4510
2020-10-01,Sandringham,Thursday,School Holiday,2020-21,4880
2020-10-02,Sandringham,Friday,School Holiday,2020-21,5400
2020-10-03,Sandringham,Saturday,Saturday,2020-21,3240
2020-10-04,Sandringham,Sunday,Sunday,2020-21,2090
2020-10-05,Sandringham,Monday,Normal Weekday,2020-21,3920
2020-10-06,Sandringham,Tuesday,Normal Weekday,2020-21,4400
2020-10-07,Sandringham,Wednesday,Normal Weekday,2020-21,5120
2020-10-08,Sandringham,Thursday,Normal Weekday,2020-21,4580
2020-10-09,Sandringham,Friday,Normal Weekday,2020-21,5240
2020-10-10,Sandringham,Saturday,Saturday,2020-21,2980
2020-10-11,Sandringham,Sunday,Sunday,2020-21,2720
2020-10-12,Sandringham,Monday,Normal Weekday,2020-21,6520
2020-10-13,Sandringham,Tuesday,Normal Weekday,2020-21,6470
2020-10-14,Sandringham,Wednesday,Normal Weekday,2020-21,6900
2020-10-15,Sandringham,Thursday,Normal Weekday,2020-21,6850
2020-10-16,Sandringham,Friday,Normal Weekday,2020-21,7360
2020-10-17,Sandringham,Saturday,Saturday,2020-21,2860
2020-10-18,Sandringham,Sunday,Sunday,2020-21,2680
2020-10-19,Sandringham,Monday,Normal Weekday,2020-21,8200
2020-10-20,Sandringham,Tuesday,Normal Weekday,2020-21,9230
2020-10-21,Sandringham,Wednesday,Normal Weekday,2020-21,8810
2020-10-22,Sandringham,Thursday,Normal Weekday,2020-21,10070
2020-10-23,Sandringham,Friday,Public Holiday,2020-21,8290
2020-10-24,Sandringham,Saturday,Saturday,2020-21,670
2020-10-25,Sandringham,Sunday,Sunday,2020-21,1090
2020-10-26,Sandringham,Monday,Normal Weekday,2020-21,10010
2020-10-27,Sandringham,Tuesday,Normal Weekday,2020-21,11030
2020-10-28,Sandringham,Wednesday,Normal Weekday,2020-21,14710
2020-10-29,Sandringham,Thursday,Normal Weekday,2020-21,14420
2020-10-30,Sandringham,Friday,Normal Weekday,2020-21,16710
2020-10-31,Sandringham,Saturday,Saturday,2020-21,12610
2020-11-01,Sandringham,Sunday,Sunday,2020-21,11100
2020-11-02,Sandringham,Monday,Normal Weekday,2020-21,15000
2020-11-03,Sandringham,Tuesday,Public Holiday,2020-21,15400
2020-11-04,Sandringham,Wednesday,Normal Weekday,2020-21,13690
2020-11-05,Sandringham,Thursday,Normal Weekday,2020-21,15550
2020-11-06,Sandringham,Friday,Normal Weekday,2020-21,16760
2020-11-07,Sandringham,Saturday,Saturday,2020-21,15720
2020-11-08,Sandringham,Sunday,Sunday,2020-21,12050
2020-11-09,Sandringham,Monday,Normal Weekday,2020-21,15380
2020-11-10,Sandringham,Tuesday,Normal Weekday,2020-21,16960
2020-11-11,Sandringham,Wednesday,Normal Weekday,2020-21,14760
2020-11-12,Sandringham,Thursday,Normal Weekday,2020-21,17510
2020-11-13,Sandringham,Friday,Normal Weekday,2020-21,19700
2020-11-14,Sandringham,Saturday,Saturday,2020-21,20050
2020-11-15,Sandringham,Sunday,Sunday,2020-21,12630
2020-11-16,Sandringham,Monday,Normal Weekday,2020-21,15440
2020-11-17,Sandringham,Tuesday,Normal Weekday,2020-21,17360
2020-11-18,Sandringham,Wednesday,Normal Weekday,2020-21,18860
2020-11-19,Sandringham,Thursday,Normal Weekday,2020-21,20370
2020-11-20,Sandringham,Friday,Normal Weekday,2020-21,21820
2020-11-21,Sandringham,Saturday,Saturday,2020-21,22520
2020-11-22,Sandringham,Sunday,Sunday,2020-21,12930
2020-11-23,Sandringham,Monday,Normal Weekday,2020-21,15350
2020-11-24,Sandringham,Tuesday,Normal Weekday,2020-21,19200
2020-11-25,Sandringham,Wednesday,Normal Weekday,2020-21,21970
2020-11-26,Sandringham,Thursday,Normal Weekday,2020-21,21640
2020-11-27,Sandringham,Friday,Normal Weekday,2020-21,25740
2020-11-28,Sandringham,Saturday,Saturday,2020-21,4040
2020-11-29,Sandringham,Sunday,Sunday,2020-21,13200
2020-11-30,Sandringham,Monday,Normal Weekday,2020-21,19290
2020-12-01,Sandringham,Tuesday,Normal Weekday,2020-21,18360
2020-12-02,Sandringham,Wednesday,Normal Weekday,2020-21,20750
2020-12-03,Sandringham,Thursday,Normal Weekday,2020-21,22860
2020-12-04,Sandringham,Friday,Normal Weekday,2020-21,25720
2020-12-05,Sandringham,Saturday,Saturday,2020-21,15060
2020-12-06,Sandringham,Sunday,Sunday,2020-21,12290
2020-12-07,Sandringham,Monday,Normal Weekday,2020-21,16470
2020-12-08,Sandringham,Tuesday,Normal Weekday,2020-21,20610
2020-12-09,Sandringham,Wednesday,Normal Weekday,2020-21,22980
2020-12-10,Sandringham,Thursday,Normal Weekday,2020-21,24380
2020-12-11,Sandringham,Friday,Normal Weekday,2020-21,28110
2020-12-12,Sandringham,Saturday,Saturday,2020-21,37090
2020-12-13,Sandringham,Sunday,Sunday,2020-21,17140
2020-12-14,Sandringham,Monday,Normal Weekday,2020-21,22220
2020-12-15,Sandringham,Tuesday,Normal Weekday,2020-21,24840
2020-12-16,Sandringham,Wednesday,Normal Weekday,2020-21,25100
2020-12-17,Sandringham,Thursday,Normal Weekday,2020-21,26570
2020-12-18,Sandringham,Friday,Normal Weekday,2020-21,29340
2020-12-19,Sandringham,Saturday,Saturday,2020-21,24060
2020-12-20,Sandringham,Sunday,Sunday,2020-21,17840
2020-12-21,Sandringham,Monday,School Holiday,2020-21,20120
2020-12-22,Sandringham,Tuesday,School Holiday,2020-21,20030
2020-12-23,Sandringham,Wednesday,School Holiday,2020-21,20620
2020-12-24,Sandringham,Thursday,School Holiday,2020-21,13620
2020-12-25,Sandringham,Friday,Public Holiday,2020-21,2340
2020-12-26,Sandringham,Saturday,Public Holiday,2020-21,19650
2020-12-27,Sandringham,Sunday,Sunday,2020-21,15010
2020-12-28,Sandringham,Monday,Public Holiday,2020-21,18200
2020-12-29,Sandringham,Tuesday,School Holiday,2020-21,16590
2020-12-30,Sandringham,Wednesday,School Holiday,2020-21,15150
2020-12-31,Sandringham,Thursday,School Holiday,2020-21,12240
2021-01-01,Sandringham,Friday,Public Holiday,2020-21,9750
2021-01-02,Sandringham,Saturday,Saturday,2020-21,13070
2021-01-03,Sandringham,Sunday,Sunday,2020-21,9210
2021-01-04,Sandringham,Monday,School Holiday,2020-21,10740
2021-01-05,Sandringham,Tuesday,School Holiday,2020-21,11760
2021-01-06,Sandringham,Wednesday,School Holiday,2020-21,13420
2021-01-07,Sandringham,Thursday,School Holiday,2020-21,15430
2021-01-08,Sandringham,Friday,School Holiday,2020-21,18200
2021-01-09,Sandringham,Saturday,Saturday,2020-21,19840
2021-01-10,Sandringham,Sunday,Sunday,2020-21,14560
2021-01-11,Sandringham,Monday,School Holiday,2020-21,15910
2021-01-12,Sandringham,Tuesday,School Holiday,2020-21,17810
2021-01-13,Sandringham,Wednesday,School Holiday,2020-21,19980
2021-01-14,Sandringham,Thursday,School Holiday,2020-21,20070
2021-01-15,Sandringham,Friday,School Holiday,2020-21,21340
2021-01-16,Sandringham,Saturday,Saturday,2020-21,17230
2021-01-17,Sandringham,Sunday,Sunday,2020-21,13870
2021-01-18,Sandringham,Monday,School Holiday,2020-21,19040
2021-01-19,Sandringham,Tuesday,School Holiday,2020-21,22590
2021-01-20,Sandringham,Wednesday,School Holiday,2020-21,24950
2021-01-21,Sandringham,Thursday,School Holiday,2020-21,24670
2021-01-22,Sandringham,Friday,School Holiday,2020-21,24780
2021-01-23,Sandringham,Saturday,Saturday,2020-21,40760
2021-01-24,Sandringham,Sunday,Sunday,2020-21,23390
2021-01-25,Sandringham,Monday,School Holiday,2020-21,15540
2021-01-26,Sandringham,Tuesday,Public Holiday,2020-21,15550
2021-01-27,Sandringham,Wednesday,School Holiday,2020-21,24750
2021-01-28,Sandringham,Thursday,Normal Weekday,2020-21,26110
2021-01-29,Sandringham,Friday,Normal Weekday,2020-21,25000
2021-01-30,Sandringham,Saturday,Saturday,2020-21,21210
2021-01-31,Sandringham,Sunday,Sunday,2020-21,8580
2021-02-01,Sandringham,Monday,Normal Weekday,2020-21,25080
2021-02-02,Sandringham,Tuesday,Normal Weekday,2020-21,27280
2021-02-03,Sandringham,Wednesday,Normal Weekday,2020-21,28960
2021-02-04,Sandringham,Thursday,Normal Weekday,2020-21,27920
2021-02-05,Sandringham,Friday,Normal Weekday,2020-21,26830
2021-02-06,Sandringham,Saturday,Saturday,2020-21,18790
2021-02-07,Sandringham,Sunday,Sunday,2020-21,11090
2021-02-08,Sandringham,Monday,Normal Weekday,2020-21,25770
2021-02-09,Sandringham,Tuesday,Normal Weekday,2020-21,28060
2021-02-10,Sandringham,Wednesday,Normal Weekday,2020-21,29700
2021-02-11,Sandringham,Thursday,Normal Weekday,2020-21,30110
2021-02-12,Sandringham,Friday,Normal Weekday,2020-21,30200
2021-02-13,Sandringham,Saturday,Saturday,2020-21,1720
2021-02-14,Sandringham,Sunday,Sunday,2020-21,1490
2021-02-15,Sandringham,Monday,Normal Weekday,2020-21,3610
2021-02-16,Sandringham,Tuesday,Normal Weekday,2020-21,3700
2021-02-17,Sandringham,Wednesday,Normal Weekday,2020-21,4040
2021-02-18,Sandringham,Thursday,Normal Weekday,2020-21,25260
2021-02-19,Sandringham,Friday,Normal Weekday,2020-21,28040
2021-02-20,Sandringham,Saturday,Saturday,2020-21,3320
2021-02-21,Sandringham,Sunday,Sunday,2020-21,1920
2021-02-22,Sandringham,Monday,Normal Weekday,2020-21,15640
2021-02-23,Sandringham,Tuesday,Normal Weekday,2020-21,26030
2021-02-24,Sandringham,Wednesday,Normal Weekday,2020-21,27800
2021-02-25,Sandringham,Thursday,Normal Weekday,2020-21,28650
2021-02-26,Sandringham,Friday,Normal Weekday,2020-21,30500
2021-02-27,Sandringham,Saturday,Saturday,2020-21,19250
2021-02-28,Sandringham,Sunday,Sunday,2020-21,13450
2021-03-01,Sandringham,Monday,Normal Weekday,2020-21,24180
2021-03-02,Sandringham,Tuesday,Normal Weekday,2020-21,27790
2021-03-03,Sandringham,Wednesday,Normal Weekday,2020-21,29690
2021-03-04,Sandringham,Thursday,Normal Weekday,2020-21,31180
2021-03-05,Sandringham,Friday,Normal Weekday,2020-21,30670
2021-03-06,Sandringham,Saturday,Saturday,2020-21,17930
2021-03-07,Sandringham,Sunday,Sunday,2020-21,13920
2021-03-08,Sandringham,Monday,Public Holiday,2020-21,9310
2021-03-09,Sandringham,Tuesday,Normal Weekday,2020-21,29180
2021-03-10,Sandringham,Wednesday,Normal Weekday,2020-21,31510
2021-03-11,Sandringham,Thursday,Normal Weekday,2020-21,33550
2021-03-12,Sandringham,Friday,Normal Weekday,2020-21,35820
2021-03-13,Sandringham,Saturday,Saturday,2020-21,27100
2021-03-14,Sandringham,Sunday,Sunday,2020-21,21540
2021-03-15,Sandringham,Monday,Normal Weekday,2020-21,25990
2021-03-16,Sandringham,Tuesday,Normal Weekday,2020-21,30860
2021-03-17,Sandringham,Wednesday,Normal Weekday,2020-21,32310
2021-03-18,Sandringham,Thursday,Normal Weekday,2020-21,38100
2021-03-19,Sandringham,Friday,Normal Weekday,2020-21,39440
2021-03-20,Sandringham,Saturday,Saturday,2020-21,23820
2021-03-21,Sandringham,Sunday,Sunday,2020-21,10510
2021-03-22,Sandringham,Monday,Normal Weekday,2020-21,27830
2021-03-23,Sandringham,Tuesday,Normal Weekday,2020-21,32400
2021-03-24,Sandringham,Wednesday,Normal Weekday,2020-21,33250
2021-03-25,Sandringham,Thursday,Normal Weekday,2020-21,39030
2021-03-26,Sandringham,Friday,Normal Weekday,2020-21,35570
2021-03-27,Sandringham,Saturday,Saturday,2020-21,2190
2021-03-28,Sandringham,Sunday,Sunday,2020-21,2340
2021-03-29,Sandringham,Monday,Normal Weekday,2020-21,27730
2021-03-30,Sandringham,Tuesday,Normal Weekday,2020-21,33040
2021-03-31,Sandringham,Wednesday,Normal Weekday,2020-21,33050
2021-04-01,Sandringham,Thursday,Normal Weekday,2020-21,35280
2021-04-02,Sandringham,Friday,Public Holiday,2020-21,13060
2021-04-03,Sandringham,Saturday,Public Holiday,2020-21,23340
2021-04-04,Sandringham,Sunday,Public Holiday,2020-21,12630
2021-04-05,Sandringham,Monday,Public Holiday,2020-21,14740
2021-04-06,Sandringham,Tuesday,School Holiday,2020-21,27440
2021-04-07,Sandringham,Wednesday,School Holiday,2020-21,29300
2021-04-08,Sandringham,Thursday,School Holiday,2020-21,33020
2021-04-09,Sandringham,Friday,School Holiday,2020-21,32130
2021-04-10,Sandringham,Saturday,Saturday,2020-21,21030
2021-04-11,Sandringham,Sunday,Sunday,2020-21,14070
2021-04-12,Sandringham,Monday,School Holiday,2020-21,26320
2021-04-13,Sandringham,Tuesday,School Holiday,2020-21,32120
2021-04-14,Sandringham,Wednesday,School Holiday,2020-21,32330
2021-04-15,Sandringham,Thursday,School Holiday,2020-21,37600
2021-04-16,Sandringham,Friday,School Holiday,2020-21,35200
2021-04-17,Sandringham,Saturday,Saturday,2020-21,24980
2021-04-18,Sandringham,Sunday,Sunday,2020-21,18920
2021-04-19,Sandringham,Monday,Normal Weekday,2020-21,28120
2021-04-20,Sandringham,Tuesday,Normal Weekday,2020-21,32550
2021-04-21,Sandringham,Wednesday,Normal Weekday,2020-21,34500
2021-04-22,Sandringham,Thursday,Normal Weekday,2020-21,35260
2021-04-23,Sandringham,Friday,Normal Weekday,2020-21,34390
2021-04-24,Sandringham,Saturday,Saturday,2020-21,28840
2021-04-25,Sandringham,Sunday,Public Holiday,2020-21,21530
2021-04-26,Sandringham,Monday,Normal Weekday,2020-21,28880
2021-04-27,Sandringham,Tuesday,Normal Weekday,2020-21,33620
2021-04-28,Sandringham,Wednesday,Normal Weekday,2020-21,35260
2021-04-29,Sandringham,Thursday,Normal Weekday,2020-21,36250
2021-04-30,Sandringham,Friday,Normal Weekday,2020-21,41060
2021-05-01,Sandringham,Saturday,Saturday,2020-21,25650
2021-05-02,Sandringham,Sunday,Sunday,2020-21,19580
2021-05-03,Sandringham,Monday,Normal Weekday,2020-21,29880
2021-05-04,Sandringham,Tuesday,Normal Weekday,2020-21,33820
2021-05-05,Sandringham,Wednesday,Normal Weekday,2020-21,35250
2021-05-06,Sandringham,Thursday,Normal Weekday,2020-21,34000
2021-05-07,Sandringham,Friday,Normal Weekday,2020-21,41900
2021-05-08,Sandringham,Saturday,Saturday,2020-21,25480
2021-05-09,Sandringham,Sunday,Sunday,2020-21,14910
2021-05-10,Sandringham,Monday,Normal Weekday,2020-21,29370
2021-05-11,Sandringham,Tuesday,Normal Weekday,2020-21,33870
2021-05-12,Sandringham,Wednesday,Normal Weekday,2020-21,35410
2021-05-13,Sandringham,Thursday,Normal Weekday,2020-21,34130
2021-05-14,Sandringham,Friday,Normal Weekday,2020-21,37950
2021-05-15,Sandringham,Saturday,Saturday,2020-21,20000
2021-05-16,Sandringham,Sunday,Sunday,2020-21,19610
2021-05-17,Sandringham,Monday,Normal Weekday,2020-21,30350
2021-05-18,Sandringham,Tuesday,Normal Weekday,2020-21,34870
2021-05-19,Sandringham,Wednesday,Normal Weekday,2020-21,35840
2021-05-20,Sandringham,Thursday,Normal Weekday,2020-21,37270
2021-05-21,Sandringham,Friday,Normal Weekday,2020-21,39550
2021-05-22,Sandringham,Saturday,Saturday,2020-21,43670
2021-05-23,Sandringham,Sunday,Sunday,2020-21,25950
2021-05-24,Sandringham,Monday,Normal Weekday,2020-21,30990
2021-05-25,Sandringham,Tuesday,Normal Weekday,2020-21,34560
2021-05-26,Sandringham,Wednesday,Normal Weekday,2020-21,27340
2021-05-27,Sandringham,Thursday,Normal Weekday,2020-21,23170
2021-05-28,Sandringham,Friday,Normal Weekday,2020-21,4790
2021-05-29,Sandringham,Saturday,Saturday,2020-21,2080
2021-05-30,Sandringham,Sunday,Sunday,2020-21,1670
2021-05-31,Sandringham,Monday,Normal Weekday,2020-21,4660
2021-06-01,Sandringham,Tuesday,Normal Weekday,2020-21,4910
2021-06-02,Sandringham,Wednesday,Normal Weekday,2020-21,5100
2021-06-03,Sandringham,Thursday,Normal Weekday,2020-21,5460
2021-06-04,Sandringham,Friday,Normal Weekday,2020-21,6200
2021-06-05,Sandringham,Saturday,Saturday,2020-21,2920
2021-06-06,Sandringham,Sunday,Sunday,2020-21,2020
2021-06-07,Sandringham,Monday,Normal Weekday,2020-21,6270
2021-06-08,Sandringham,Tuesday,Normal Weekday,2020-21,5720
2021-06-09,Sandringham,Wednesday,Normal Weekday,2020-21,5480
2021-06-10,Sandringham,Thursday,Normal Weekday,2020-21,6490
2021-06-11,Sandringham,Friday,Normal Weekday,2020-21,18560
2021-06-12,Sandringham,Saturday,Saturday,2020-21,18380
2021-06-13,Sandringham,Sunday,Sunday,2020-21,15200
2021-06-14,Sandringham,Monday,Public Holiday,2020-21,7550
2021-06-15,Sandringham,Tuesday,Normal Weekday,2020-21,19960
2021-06-16,Sandringham,Wednesday,Normal Weekday,2020-21,21350
2021-06-17,Sandringham,Thursday,Normal Weekday,2020-21,21740
2021-06-18,Sandringham,Friday,Normal Weekday,2020-21,24760
2021-06-19,Sandringham,Saturday,Saturday,2020-21,17030
2021-06-20,Sandringham,Sunday,Sunday,2020-21,11000
2021-06-21,Sandringham,Monday,Normal Weekday,2020-21,21180
2021-06-22,Sandringham,Tuesday,Normal Weekday,2020-21,23690
2021-06-23,Sandringham,Wednesday,Normal Weekday,2020-21,23800
2021-06-24,Sandringham,Thursday,Normal Weekday,2020-21,25750
2021-06-25,Sandringham,Friday,Normal Weekday,2020-21,28260
2021-06-26,Sandringham,Saturday,Saturday,2020-21,20570
2021-06-27,Sandringham,Sunday,Sunday,2020-21,16930
2021-06-28,Sandringham,Monday,School Holiday,2020-21,24520
2021-06-29,Sandringham,Tuesday,School Holiday,2020-21,28200
2021-06-30,Sandringham,Wednesday,School Holiday,2020-21,29290
2021-07-01,Sandringham,Thursday,School Holiday,2021-22,30830
2021-07-02,Sandringham,Friday,School Holiday,2021-22,27890
2021-07-05,Sandringham,Monday,School Holiday,2021-22,24770
2021-07-06,Sandringham,Tuesday,School Holiday,2021-22,27460
2021-07-07,Sandringham,Wednesday,School Holiday,2021-22,28500
2021-07-08,Sandringham,Thursday,School Holiday,2021-22,31020
2021-07-09,Sandringham,Friday,School Holiday,2021-22,33820
2021-07-10,Sandringham,Saturday,Saturday,2021-22,23870
2021-07-11,Sandringham,Sunday,Sunday,2021-22,17360
2021-07-12,Sandringham,Monday,Normal Weekday,2021-22,27030
2021-07-13,Sandringham,Tuesday,Normal Weekday,2021-22,35950
2021-07-14,Sandringham,Wednesday,Normal Weekday,2021-22,32800
2021-07-15,Sandringham,Thursday,Normal Weekday,2021-22,30940
2021-07-16,Sandringham,Friday,Normal Weekday,2021-22,5690
2021-07-17,Sandringham,Saturday,Saturday,2021-22,2020
2021-07-18,Sandringham,Sunday,Sunday,2021-22,1620
2021-07-19,Sandringham,Monday,Normal Weekday,2021-22,5190
2021-07-20,Sandringham,Tuesday,Normal Weekday,2021-22,4820
2021-07-21,Sandringham,Wednesday,Normal Weekday,2021-22,5610
2021-07-22,Sandringham,Thursday,Normal Weekday,2021-22,5900
2021-07-23,Sandringham,Friday,Normal Weekday,2021-22,5370
2021-07-24,Sandringham,Saturday,Saturday,2021-22,2750
2021-07-25,Sandringham,Sunday,Sunday,2021-22,1850
2021-07-26,Sandringham,Monday,Normal Weekday,2021-22,5610
2021-07-27,Sandringham,Tuesday,Normal Weekday,2021-22,6710
2021-07-28,Sandringham,Wednesday,Normal Weekday,2021-22,19230
2021-07-29,Sandringham,Thursday,Normal Weekday,2021-22,21550
2021-07-30,Sandringham,Friday,Normal Weekday,2021-22,24740
2021-07-31,Sandringham,Saturday,Saturday,2021-22,16890
2021-08-01,Sandringham,Sunday,Sunday,2021-22,9710
2021-08-02,Sandringham,Monday,Normal Weekday,2021-22,21290
2021-08-03,Sandringham,Tuesday,Normal Weekday,2021-22,23190
2021-08-04,Sandringham,Wednesday,Normal Weekday,2021-22,25200
2021-08-05,Sandringham,Thursday,Normal Weekday,2021-22,24750
2021-08-06,Sandringham,Friday,Normal Weekday,2021-22,5840
2021-08-07,Sandringham,Saturday,Saturday,2021-22,2660
2021-08-08,Sandringham,Sunday,Sunday,2021-22,2260
2021-08-09,Sandringham,Monday,Normal Weekday,2021-22,5750
2021-08-10,Sandringham,Tuesday,Normal Weekday,2021-22,6450
2021-08-11,Sandringham,Wednesday,Normal Weekday,2021-22,6070
2021-08-12,Sandringham,Thursday,Normal Weekday,2021-22,6750
2021-08-13,Sandringham,Friday,Normal Weekday,2021-22,6820
2021-08-14,Sandringham,Saturday,Saturday,2021-22,3700
2021-08-15,Sandringham,Sunday,Sunday,2021-22,3340
2021-08-16,Sandringham,Monday,Normal Weekday,2021-22,6010
2021-08-17,Sandringham,Tuesday,Normal Weekday,2021-22,5610
2021-08-18,Sandringham,Wednesday,Normal Weekday,2021-22,5270
2021-08-19,Sandringham,Thursday,Normal Weekday,2021-22,5440
2021-08-20,Sandringham,Friday,Normal Weekday,2021-22,5520
2021-08-21,Sandringham,Saturday,Saturday,2021-22,2470
2021-08-22,Sandringham,Sunday,Sunday,2021-22,1970
2021-08-23,Sandringham,Monday,Normal Weekday,2021-22,4690
2021-08-24,Sandringham,Tuesday,Normal Weekday,2021-22,4980
2021-08-25,Sandringham,Wednesday,Normal Weekday,2021-22,5520
2021-08-26,Sandringham,Thursday,Normal Weekday,2021-22,5670
2021-08-27,Sandringham,Friday,Normal Weekday,2021-22,5370
2021-08-28,Sandringham,Saturday,Saturday,2021-22,4630
2021-08-29,Sandringham,Sunday,Sunday,2021-22,2750
2021-08-30,Sandringham,Monday,Normal Weekday,2021-22,5130
2021-08-31,Sandringham,Tuesday,Normal Weekday,2021-22,5840
2021-09-01,Sandringham,Wednesday,Normal Weekday,2021-22,5730
2021-09-02,Sandringham,Thursday,Normal Weekday,2021-22,6330
2021-09-03,Sandringham,Friday,Normal Weekday,2021-22,5800
2021-09-04,Sandringham,Saturday,Saturday,2021-22,2970
2021-09-05,Sandringham,Sunday,Sunday,2021-22,2320
2021-09-06,Sandringham,Monday,Normal Weekday,2021-22,5650
2021-09-07,Sandringham,Tuesday,Normal Weekday,2021-22,5910
2021-09-08,Sandringham,Wednesday,Normal Weekday,2021-22,6060
2021-09-09,Sandringham,Thursday,Normal Weekday,2021-22,6070
2021-09-10,Sandringham,Friday,Normal Weekday,2021-22,5520
2021-09-11,Sandringham,Saturday,Saturday,2021-22,2990
2021-09-12,Sandringham,Sunday,Sunday,2021-22,2210
2021-09-13,Sandringham,Monday,Normal Weekday,2021-22,5160
2021-09-14,Sandringham,Tuesday,Normal Weekday,2021-22,5580
2021-09-15,Sandringham,Wednesday,Normal Weekday,2021-22,5850
2021-09-16,Sandringham,Thursday,Normal Weekday,2021-22,5730
2021-09-17,Sandringham,Friday,Normal Weekday,2021-22,6690
2021-09-18,Sandringham,Saturday,Saturday,2021-22,2000
2021-09-19,Sandringham,Sunday,Sunday,2021-22,3220
2021-09-20,Sandringham,Monday,School Holiday,2021-22,5870
2021-09-21,Sandringham,Tuesday,School Holiday,2021-22,6210
